pmid,lab_name,institution,country,city,latitude,longitude,bsl_level_inferred,pathogens,research_types,ppp_or_gof,confidence,source_pmid
38687064,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38687064
38670948,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38670948
38670113,,National Institute of Allergy and Infectious Diseases,,,,,,IAV-CoV-2,experimental,False,0.9,38670113
38659819,,National Institute of Allergy and Infectious Diseases,,,,,,HIV-1,experimental,False,0.9,38659819
38657001,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38657001
38651899,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38651899
38640835,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38640835
38637500,,National Institute of Allergy and Infectious Diseases,,,,,,MPXV,experimental,False,0.9,38637500
38630846,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,38630846
38618895,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,clinical,False,0.9,38618895
38598658,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38598658
38585846,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38585846
38562814,,National Institute of Allergy and Infectious Diseases,,,,,,PLAID,cold urticaria,False,0.9,38562814
38553525,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,38553525
38552795,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38552795
38543923,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38543923
38537255,,National Institute of Allergy and Infectious Diseases,,,,,,H7N9,experimental,False,0.9,38537255
38517951,,National Institute of Allergy and Infectious Diseases,,,,,,HA stem virus,experimental,False,0.9,38517951
38512815,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,38512815
38507462,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38507462
38487996,,National Institute of Allergy and Infectious Diseases,,,,,,SUDV,experimental,False,0.9,38487996
38467646,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38467646
38460680,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,38460680
38458870,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38458870
38455906,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38455906
38430907,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38430907
38423018,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38423018
38416804,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38416804
38415923,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38415923
38411453,,National Institute of Allergy and Infectious Diseases,,,,,,MPXV,experimental,False,0.9,38411453
38408357,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38408357
38406184,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38406184
38405760,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,38405760
38402303,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38402303
38392905,,National Institute of Allergy and Infectious Diseases,,,,,,Ebola virus,experimental,False,0.9,38392905
38376212,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38376212
38372392,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38372392
38349163,,National Institute of Allergy and Infectious Diseases,,,,,,IAV,experimental,False,0.9,38349163
38344971,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38344971
38332733,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38332733
38315950,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38315950
38313289,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38313289
38313285,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38313285
38291024,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38291024
38261786,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38261786
38257761,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38257761
38250850,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38250850
38245545,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38245545
38243064,,National Institute of Allergy and Infectious Diseases,,,,,,MIS-C,experimental,False,0.9,38243064
40295685,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,40295685
38214525,,National Institute of Allergy and Infectious Diseases,,,,,,NiV,experimental,False,0.9,38214525
38196658,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,38196658
38196653,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38196653
38196595,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,38196595
40295780,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,40295780
38193710,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38193710
38187726,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38187726
38187006,,National Institute of Allergy and Infectious Diseases,,,,,,HBoV1,,False,0.9,38187006
38185798,,National Institute of Allergy and Infectious Diseases,,,,,,WHIM syndrome,clinical,False,0.9,38185798
38177625,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1,experimental,False,0.9,38177625
38172512,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38172512
38172101,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38172101
38170789,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38170789
38169842,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,38169842
38154666,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,38154666
38144450,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38144450
38140590,,National Institute of Allergy and Infectious Diseases,,,,,,MARV,experimental,False,0.9,38140590
38135024,,National Institute of Allergy and Infectious Diseases,,,,,,IAV,experimental,False,0.9,38135024
38116577,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38116577
38111750,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38111750
38110611,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38110611
38105137,,National Institute of Allergy and Infectious Diseases,,,,,,H7N9,experimental,False,0.9,38105137
38096058,,National Institute of Allergy and Infectious Diseases,,,,,,HA,experimental,False,0.9,38096058
38096052,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1,experimental,False,0.9,38096052
38091944,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38091944
38088981,,National Institute of Allergy and Infectious Diseases,,,,,,H3N2,experimental,False,0.9,38088981
38086794,,National Institute of Allergy and Infectious Diseases,,,,,,Mycobacterium bovis BCG,clinical,False,0.8,38086794
38076895,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38076895
38071106,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38071106
38057617,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38057617
38042809,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38042809
38023544,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38023544
38019806,,National Institute of Allergy and Infectious Diseases,,,,,,MPXV,experimental,False,0.9,38019806
38019656,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,clinical trials,False,0.9,38019656
38009954,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,38009954
38005840,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,38005840
37995376,,National Institute of Allergy and Infectious Diseases,,,,,,MPXV,experimental,False,0.9,37995376
37990257,,National Institute of Allergy and Infectious Diseases,,,,,,sJIA,experimental,False,0.9,37990257
37986867,,National Institute of Allergy and Infectious Diseases,,,,,,H7N9,experimental,False,0.9,37986867
37985664,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37985664
37976940,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37976940
37976351,,National Institute of Allergy and Infectious Diseases,,,,,,ISCLS,clinical,False,0.5,37976351
37950044,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37950044
37948759,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37948759
37944586,,National Institute of Allergy and Infectious Diseases,,,,,,ECV-19,experimental,False,0.9,37944586
37938781,,National Institute of Allergy and Infectious Diseases,,,,,,NIK/RELB; NIK/LOF,experimental,False,0.9,37938781
37936652,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37936652
37904956,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37904956
37896806,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37896806
37891462,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37891462
37883246,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,human; virus,False,0.9,37883246
37880247,,National Institute of Allergy and Infectious Diseases,,,,,,Marburg and Ebola filoviruses,experimental,False,0.9,37880247
37877800,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37877800
37868648,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37868648
37852960,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37852960
37851826,,National Institute of Allergy and Infectious Diseases,,,,,,H5N1,experimental,False,0.9,37851826
37849404,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,37849404
37849396,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37849396
37845170,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,37845170
37826865,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37826865
37824621,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37824621
37821447,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37821447
37818801,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37818801
37811983,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37811983
37808679,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37808679
37794071,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-1,experimental,False,0.9,37794071
37790938,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37790938
37790295,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37790295
37788501,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37788501
37788496,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37788496
37788495,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37788495
37781590,,National Institute of Allergy and Infectious Diseases,,,,,,H2N2,clinical,False,0.9,37781590
37771593,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37771593
37769878,,National Institute of Allergy and Infectious Diseases,,,,,,PLCG2,experimental,False,0.9,37769878
37766115,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37766115
37757827,,National Institute of Allergy and Infectious Diseases,,,,,,RAG-deficient patient microbiomes,experimental,False,0.9,37757827
37756530,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37756530
37751477,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37751477
37744331,,National Institute of Allergy and Infectious Diseases,,,,,,SCV2,experimental,False,0.9,37744331
37738833,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37738833
37735592,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37735592
37731485,,National Institute of Allergy and Infectious Diseases,,,,,,NiV,experimental,False,0.9,37731485
37726484,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37726484
37724870,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37724870
37720210,,National Institute of Allergy and Infectious Diseases,,,,,,Mtb,experimental,False,0.9,37720210
37716365,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37716365
37684136,,National Institute of Allergy and Infectious Diseases,,,,,,HPAI-CoV-2,experimental,False,0.9,37684136
37669225,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37669225
37667052,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37667052
37659419,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37659419
37652048,,National Institute of Allergy and Infectious Diseases,,,,,,Ebola virus,experimental,False,0.9,37652048
37651206,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37651206
37650237,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37650237
37650234,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37650234
37650230,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37650230
37640860,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37640860
37640189,,National Institute of Allergy and Infectious Diseases,,,,,,monkeypox virus,experimental,False,0.9,37640189
37639457,,National Institute of Allergy and Infectious Diseases,,,,,,H1 HA,experimental,False,0.9,37639457
37637232,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37637232
37620337,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37620337
37616377,,National Institute of Allergy and Infectious Diseases,,,,,,MARV,experimental,False,0.9,37616377
37596837,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37596837
37592878,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,37592878
37578898,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37578898
37572656,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37572656
37566678,,National Institute of Allergy and Infectious Diseases,,,,,,Nippostrongylus brasiliensis,experimental,False,0.9,37566678
37562721,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37562721
37562033,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,37562033
37561579,,National Institute of Allergy and Infectious Diseases,,,,,,WHIM,experimental,False,0.9,37561579
37561027,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37561027
37553406,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37553406
37549397,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,37549397
37544326,,National Institute of Allergy and Infectious Diseases,,,,,,SUDAN EBOV,experimental,False,0.9,37544326
37534607,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37534607
37533854,,National Institute of Allergy and Infectious Diseases,,,,,,MODS,experimental,False,0.9,37533854
37529105,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,37529105
37515136,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37515136
37513779,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,,False,0.9,37513779
37506197,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37506197
37502977,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37502977
37496612,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37496612
37491352,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37491352
37484839,,National Institute of Allergy and Infectious Diseases,,,,,,MIS-A,experimental,False,0.9,37484839
37483285,,National Institute of Allergy and Infectious Diseases,,,,,,RMS,clinical,False,0.9,37483285
37481623,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37481623
37477943,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV-Makona,human primate,False,0.9,37477943
37474251,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,37474251
37474155,,National Institute of Allergy and Infectious Diseases,,,,,,VSV-EBOV,experimental,False,0.9,37474155
37470396,,National Institute of Allergy and Infectious Diseases,,,,,,TAFV,experimental,False,0.9,37470396
37461674,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37461674
37451878,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37451878
37451877,,National Institute of Allergy and Infectious Diseases,,,,,,H1; H3; HBY,,False,0.9,37451877
37440409,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37440409
37433788,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37433788
37428933,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37428933
37428480,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37428480
37425811,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,37425811
37406177,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37406177
37399385,,National Institute of Allergy and Infectious Diseases,,,,,,HCoV-OC43; SARS-CoV-2,experimental,False,0.9,37399385
37398491,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37398491
37398105,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37398105
37395646,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37395646
37391481,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,37391481
37386692,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.8,37386692
37383244,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,37383244
37356729,,National Institute of Allergy and Infectious Diseases,,,,,,Nipah virus,experimental,False,0.9,37356729
37352333,,National Institute of Allergy and Infectious Diseases,,,,,,B/HPIV3/S-6P,experimental,False,0.9,37352333
37352146,,National Institute of Allergy and Infectious Diseases,,,,,,LLOV,experimental,False,0.9,37352146
37351456,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,37351456
37349033,,National Institute of Allergy and Infectious Diseases,,,,,,Ebola virus,experimental,False,0.9,37349033
37348869,,National Institute of Allergy and Infectious Diseases,,,,,,Reston virus,experimental,False,0.9,37348869
37348524,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,clinical,False,0.9,37348524
37339711,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37339711
37333174,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37333174
37330602,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37330602
37327781,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37327781
37292995,,National Institute of Allergy and Infectious Diseases,,,,,,HA,experimental,False,0.9,37292995
37292967,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1,experimental,False,0.9,37292967
37290042,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,37290042
37279544,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV Kikwit,experimental,False,0.9,37279544
37264688,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37264688
37256972,,National Institute of Allergy and Infectious Diseases,,,,,,DPM,experimental,False,0.9,37256972
37255467,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37255467
37207002,,National Institute of Allergy and Infectious Diseases,,,,,,H1N1pdm virus,experimental,False,0.9,37207002
37206623,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37206623
37205592,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37205592
37191544,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37191544
37186162,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,37186162
37184659,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37184659
37184428,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,experimental,False,0.9,37184428
37179012,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37179012
37150240,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37150240
37145991,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37145991
37133586,,National Institute of Allergy and Infectious Diseases,,,,,,ICL,clinical,False,0.9,37133586
37133343,,National Institute of Allergy and Infectious Diseases,,,,,,WHIM,human immunodeficiency virus (HIV); human immunodeficiency virus (HIV); human immunodeficiency virus (HIV); human immunodeficiency virus (HIV),False,0.9,37133343
37131659,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37131659
37102262,,National Institute of Allergy and Infectious Diseases,,,,,,EBOV,sexual,False,0.9,37102262
37099295,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37099295
37090605,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37090605
37075129,,National Institute of Allergy and Infectious Diseases,,,,,,H1ssF,experimental,False,0.9,37075129
37075126,,National Institute of Allergy and Infectious Diseases,,,,,,H1ssF,experimental,False,0.9,37075126
37075079,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37075079
37068595,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37068595
37045860,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,translational,False,0.9,37045860
37045841,,National Institute of Allergy and Infectious Diseases,,,,,,WHIM Syndrome,clinical,False,0.9,37045841
37036397,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37036397
37036346,,National Institute of Allergy and Infectious Diseases,,,,,,MARV,experimental,False,0.9,37036346
37034641,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,clinical,False,0.9,37034641
37034419,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,37034419
37026003,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37026003
37022144,,National Institute of Allergy and Infectious Diseases,,,,,,mpox,experimental,False,0.9,37022144
37018390,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37018390
37013538,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37013538
37003305,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37003305
37001649,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37001649
37000420,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,37000420
36997521,,National Institute of Allergy and Infectious Diseases,,,,,,HIV-1; HIV-2; HIV-3,experimental,False,0.9,36997521
36993426,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36993426
36973267,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36973267
36966905,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36966905
36966617,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36966617
36966070,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36966070
36963628,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36963628
36961465,,National Institute of Allergy and Infectious Diseases,,,,,,MIS-C,experimental,False,0.9,36961465
36960051,,National Institute of Allergy and Infectious Diseases,,,,,,IAV,experimental,False,0.9,36960051
36943870,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36943870
36942560,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36942560
36941155,,National Institute of Allergy and Infectious Diseases,,,,,,M-001,experimental,False,0.9,36941155
36932063,,National Institute of Allergy and Infectious Diseases,,,,,,,,False,0.0,36932063
36928598,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36928598
36928087,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36928087
36899062,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36899062
36895286,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36895286
36884218,,National Institute of Allergy and Infectious Diseases,,,,,,STAT6,genetic studies,False,0.9,36884218
36875204,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36875204
36870874,,National Institute of Allergy and Infectious Diseases,,,,,,Coronavirus Vaccines Research and Development (R&amp;D) Roadmap (CVR),,False,0.9,36870874
36866590,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36866590
36865993,,National Institute of Allergy and Infectious Diseases,,,,,,SARS-CoV-2,experimental,False,0.9,36865993
36862871,,National Institute of Allergy and Infectious Diseases,,,,,,COVID-19,experimental,False,0.9,36862871
36861341,,National Institute of Allergy and Infectious Diseases,,,,,,HIV,experimental,False,0.9,36861341
36857394,,National Institute of Allergy and Infectious Diseases,,,,,,swine; swine-origin; swine-origin-origin,experimental; genetic,False,0.9,36857394
